Sample,B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils,IS
TCGA_D5_6537,-0.002468051,0.004861065,0.00029494,-0.000326535,0.000229797,0.000222523,0.001068679,-0.000655243,0.000207045,8.39E-06,0.002700184,-0.002876098,-7.41E-05,-0.000565666,5.12E-05,-0.000315314,0.000366794,-1.92E-05,-0.002575496,0.002825455,-0.000870572,6.82E-05,3
TCGA_D5_6538,-0.00074737,0.001595673,0.000183102,2.12E-05,0.000247532,-0.000321779,0.000360605,-0.000131983,-6.01E-05,9.39E-05,0.000417936,-0.000454709,2.88E-05,-6.92E-05,-8.15E-06,6.80E-05,2.39E-05,2.42E-06,1.31E-06,0.000248794,-5.92E-05,-1.05E-05,3
TCGA_D5_6540,-0.002279091,0.004786807,0.000579802,0.000431971,-0.000271511,3.67E-05,0.000482475,0.000121601,4.44E-05,-5.08E-05,0.002129084,-0.002149721,-0.00014812,0.000295936,0.0002293,-1.07E-07,0.000968025,-3.68E-06,-0.001114501,0.002050752,-0.000615333,0.000112004,3
TCGA_D5_6922,-0.01190648,0.020640461,0.003216088,0.000776927,0.001564274,-0.002772997,0.0015443,-0.000524358,-0.000414208,0.000419995,0.003443984,-0.00376829,-3.27E-05,-0.000571762,0.000502683,0.001287361,-1.29E-05,0.000134816,0.00020591,0.002127754,-0.000451647,3.96E-05,3
TCGA_D5_6932,-0.003325839,0.006178174,0.000946911,0.000307932,0.000155097,-0.000501023,0.000666522,-0.000175497,1.86E-05,0.000188269,0.001423213,-0.001576946,-7.24E-05,4.47E-05,0.000128882,0.000416701,0.000455564,4.74E-05,-0.000318054,0.001060086,-0.000265525,2.31E-05,3
TCGA_DC_4749,-0.028532305,0.049398237,0.0087833,0.001015929,0.005312985,-0.007382655,0.003938422,-0.001851527,-0.001337822,0.001277129,0.009339075,-0.01027319,0.000108688,-0.00244016,8.46E-05,0.000992376,-0.000509085,0.000425612,-0.002717689,0.006839402,-0.001215114,-3.26E-05,3
TCGA_DC_5337,-0.014899748,0.025427574,0.003987466,0.000609643,0.001958682,-0.003080463,0.002355776,-0.000518444,-0.000729234,0.000824394,0.004932789,-0.005629225,-0.000120459,-0.00139064,0.00043723,0.000495668,0.000166169,0.000359226,-0.001774348,0.003873065,-0.000876635,3.41E-06,3
TCGA_DC_5869,-0.014568566,0.024977977,0.004276941,0.000612407,0.002361858,-0.003435299,0.002341516,-0.000825534,-0.000633093,0.000497432,0.004607314,-0.005035931,0.000109134,-0.001010036,0.000184661,0.00039501,-8.29E-05,0.000211006,-0.000957233,0.003148998,-0.000518786,-3.87E-05,3
TCGA_DC_6154,-0.004719605,0.008739791,0.001239794,0.000128078,0.001054833,-0.001426601,0.002179251,-0.00060267,-0.000413702,7.91E-05,0.002198067,-0.00218599,9.20E-05,-0.000390636,2.47E-05,0.000489137,-6.27E-05,4.00E-05,-2.86E-05,0.001089012,-0.000294627,3.55E-05,3
TCGA_DC_6155,-0.070379994,0.121192521,0.026634448,0.003631684,0.013207157,-0.02007015,0.008348055,-0.002839317,-0.004445923,0.003071056,0.019056,-0.020660885,0.00054854,-0.004445103,0.000118301,0.002985598,-0.001414484,0.00106878,-0.000598716,0.011740858,-0.00107376,3.62E-05,3
TCGA_DC_6157,-0.016186837,0.028013008,0.00497431,0.000645849,0.002888239,-0.00413325,0.002130465,-0.000876833,-0.000694702,0.000626088,0.005078399,-0.005539031,0.000101961,-0.00120664,0.000239128,0.000752238,-0.000116555,0.000170675,-0.001054942,0.003509784,-0.000609972,-3.05E-05,3
TCGA_DC_6682,-0.008547196,0.014666721,0.002259673,0.000506469,0.000994816,-0.001742179,0.001124596,-0.000418865,-0.000266143,0.000394924,0.002674565,-0.003043887,5.06E-06,-0.000542857,0.000197762,0.00012162,0.000118823,9.62E-05,-0.000860556,0.002045768,-0.00038053,-3.76E-05,3
TCGA_DC_6683,-0.011373198,0.019841027,0.003011204,0.000635165,0.00180756,-0.002854319,0.00150538,-0.000637987,-0.000412426,0.000500527,0.003589261,-0.003991395,-6.71E-05,-0.000674868,0.000126085,0.000786675,0.000496926,8.12E-05,-0.00056765,0.002478472,-0.000424861,9.48E-06,3
TCGA_DM_A0X9,-0.030183131,0.05116346,0.00905122,0.002139169,0.004819161,-0.007920485,0.003666031,-0.001475889,-0.001500864,0.001515225,0.008001954,-0.008953459,0.000263326,-0.002153986,0.00024661,0.001352216,-0.000527576,0.00036304,-0.000242515,0.005132437,-0.000645053,-1.51E-05,3
TCGA_DM_A0XD,-0.021382347,0.03159974,0.005090047,-0.005294637,0.005082641,-0.006035058,-0.000736741,-0.004132076,0.001943777,0.008819441,-0.001699539,-0.004220892,0.003000424,0.016673752,-0.000852838,-0.019713756,-0.003237515,-0.001703439,-0.010688068,0.004774581,-0.005007723,-0.003578719,3
TCGA_DM_A0XF,-0.002380916,0.004725856,0.000495466,-9.45E-05,-0.000204364,0.000275066,0.001016544,-0.000224238,1.98E-05,-2.25E-05,0.001747294,-0.001797808,-2.54E-05,-0.000307331,0.000351305,4.92E-06,9.25E-06,-5.33E-05,-0.001042957,0.001314702,-0.000414668,-2.33E-05,3
TCGA_DM_A1D0,0.000332662,-1.50E-05,-0.000139197,2.20E-05,-0.000103468,-6.53E-05,4.46E-05,-4.31E-06,9.74E-05,5.58E-05,0.000180004,-0.000210056,-6.33E-05,0.000790823,2.95E-05,5.72E-05,-2.12E-05,-3.76E-05,-3.06E-05,0.000139327,-0.000111464,-3.07E-05,3
TCGA_DM_A1D4,-0.004996758,0.009372494,0.000977476,-0.000127001,0.0003887,-0.000244966,0.001262389,-0.000684953,0.000105073,0.000307614,0.003271015,-0.003685713,-0.000116231,-0.000941607,7.33E-05,-5.23E-05,-0.000337469,7.19E-05,-0.00288267,0.003196343,-0.000789641,-2.12E-05,3
TCGA_DM_A1D6,0.000838818,5.08E-05,-0.000277672,-5.98E-05,-0.000602975,0.00083004,6.34E-05,-0.000199906,9.57E-05,6.56E-05,0.000302637,-0.000394395,0.00011571,-9.32E-05,-8.64E-06,2.82E-05,-6.34E-05,2.41E-05,0.00021039,0.000343438,-0.000237857,-2.88E-05,3
TCGA_DM_A1D8,-0.002220699,0.004333668,0.000453206,0.000225966,-9.94E-05,-0.000171971,0.000487406,-0.000189221,4.19E-05,0.000142624,0.001154494,-0.00131189,-2.16E-05,-8.88E-06,0.000126247,-1.54E-06,-0.000151799,4.76E-05,-0.000635976,0.000990401,-0.000337792,-3.28E-05,3
TCGA_DM_A1D9,-0.010421588,0.017931564,0.002583603,0.000488709,0.001944654,-0.002687827,0.001269079,-0.000793269,-0.000380912,0.000445447,0.003213867,-0.003534701,6.25E-05,-0.000940798,9.88E-05,0.000619189,-0.000246005,0.000122569,-0.000657473,0.002357249,-0.000516205,-2.23E-05,3
TCGA_DM_A1DA,-0.030121787,0.050306291,0.007898864,0.001748693,0.005699733,-0.00849257,0.003393075,-0.00178611,-0.001485691,0.00135542,0.007568349,-0.008401301,0.000221752,-0.002057595,0.000335708,0.001397039,-0.000528729,0.000383049,5.18E-05,0.004809698,-0.00087775,-2.96E-05,3
TCGA_DM_A1DB,-0.007566759,0.013117332,0.001890685,0.000741432,0.000610029,-0.001468151,0.001236324,-0.000365472,-0.000189779,0.000347091,0.00232235,-0.002663549,-9.45E-07,-0.000504752,0.00038934,0.00028123,-6.52E-05,-2.93E-06,-0.00045156,0.001648854,-0.000406674,-9.18E-06,3
TCGA_DM_A1HA,-0.000111883,0.000797311,-9.81E-06,0.000296935,-0.000394214,0.000215163,0.000199717,0.000130457,-6.47E-05,5.82E-05,0.000354299,-0.000398784,7.71E-07,-0.000100128,0.000188644,6.75E-05,-3.09E-05,-1.61E-05,-0.000136112,0.000245416,-0.000127083,-8.23E-06,3
TCGA_DM_A1HB,-0.004500779,0.008545613,0.001134074,-0.000294697,0.000403884,-6.06E-05,0.000648507,-0.000727766,0.000102965,0.000173217,0.00297284,-0.003254596,-0.000127534,-0.000793872,-7.09E-05,0.0001855,-3.82E-05,5.01E-05,-0.002365176,0.003131598,-0.000801852,5.30E-06,3
TCGA_DM_A28A,-0.012741408,0.021771936,0.003307934,0.000767479,0.002304778,-0.003538787,0.001755879,-0.000771255,-0.00062066,0.000513411,0.003549632,-0.003889689,8.46E-06,-0.000929026,0.000234134,0.000758618,0.00023471,0.000122457,1.82E-05,0.002251166,-0.000435675,1.89E-05,3
TCGA_DM_A28C,-0.006146935,0.01067481,0.001647338,0.00035234,0.001180103,-0.001727557,0.0007479,-0.000428925,-0.000263601,0.000283826,0.001721382,-0.001912133,7.86E-05,-0.000320861,2.90E-05,0.000274864,-0.00013413,5.77E-05,2.99E-05,0.00111563,-0.000203932,-1.80E-05,3
TCGA_DM_A28E,-0.002914678,0.00544851,0.000709066,0.000118506,0.000448793,-0.000627861,0.000455557,-0.000240503,-8.01E-05,0.000137088,0.001119906,-0.0012474,5.64E-05,-0.000283548,8.33E-05,8.18E-05,-4.06E-05,2.88E-05,-0.00023855,0.00083789,-0.000218333,-1.73E-05,3
TCGA_DM_A28F,-0.03487307,0.059845225,0.009549195,0.001226379,0.006539294,-0.008937615,0.004546486,-0.002400477,-0.00143862,0.001508238,0.011213767,-0.012357961,0.00015348,-0.003007392,0.00012769,0.001157499,-0.000999559,0.000430986,-0.003463908,0.008352788,-0.001510617,-5.62E-05,3
TCGA_DM_A28K,0.000475411,-8.28E-05,-0.000172332,4.51E-05,-0.000353633,0.000436239,4.52E-05,-6.60E-05,0.000100009,7.59E-05,0.000313342,-0.0003828,-0.000120405,1.85E-05,6.55E-05,0.000313734,0.000508747,-4.78E-05,-0.000189525,0.000387846,-0.000179433,3.68E-06,3
TCGA_DM_A28M,-0.00011542,0.000810063,-0.000346465,-0.000540251,-0.000358725,0.001070592,0.000374114,-0.000410916,0.000363511,-3.16E-05,0.001894994,-0.002094784,-0.00012912,-0.000602366,-4.73E-05,-0.000249904,-0.000314729,2.78E-05,-0.002960359,0.002390922,-0.000653216,-9.02E-06,3
TCGA_DM_A280,-0.000893923,0.0023481,-0.000137601,-0.00049008,7.46E-05,0.000457038,0.000572856,-0.000527668,0.000240832,9.59E-05,0.001932242,-0.002187443,-8.80E-05,-0.000466439,-8.66E-05,-0.000157999,-0.000344301,0.000107117,-0.002682629,0.002318096,-0.000607727,2.75E-06,3
TCGA_DM_A282,-0.000254428,0.000963542,8.85E-06,2.22E-05,-0.000165567,0.000175957,0.000243331,-7.14E-05,5.51E-05,-9.06E-07,0.000379266,-0.000429397,3.49E-05,-3.55E-05,4.75E-05,3.36E-05,-6.58E-06,9.39E-06,-0.000132644,0.000310286,-0.00010632,-8.29E-06,3
TCGA_DM_A285,-0.002641416,0.004925786,0.000594448,9.13E-05,0.000204631,-0.00030522,0.000395037,-0.000309518,1.13E-06,0.000177046,0.00119954,-0.001363546,-7.72E-06,-0.000262193,3.40E-05,0.000200242,4.61E-05,1.34E-05,-0.000676761,0.001030126,-0.000172564,-6.60E-06,3
TCGA_DM_A288,-0.021411156,0.035892107,0.005462965,0.001102646,0.004419751,-0.006334934,0.00245338,-0.001482585,-0.000905665,0.000995585,0.005679634,-0.0062937,0.000137517,-0.001265121,1.70E-05,0.00079314,-2.18E-05,0.000205002,-0.000278672,0.003780075,-0.000590819,-1.65E-05,3
TCGA_DT_5265,-0.001325629,0.002975833,0.000301643,0.000338023,0.000247342,-0.000564897,0.000282287,-0.000159234,-1.97E-05,0.000183654,0.000711958,-0.00083496,-0.000239517,-0.000277364,2.14E-05,0.001776049,0.000421301,1.56E-05,-1.14E-05,0.00044899,-2.92E-05,8.33E-05,3
TCGA_DX_AB35,-0.000311841,0.000499792,7.83E-05,0.000123998,-0.001407134,0.001204399,9.34E-05,9.72E-05,0.000277592,5.35E-05,-0.000107624,-4.53E-05,0.000492671,0.000322207,0.000155252,0.000161749,-0.000195023,0.000110863,0.00014607,0.000145896,-4.19E-05,-0.00019842,3
TCGA_DY_A1DD,-0.010751757,0.018151197,0.002810432,0.000384629,0.00295171,-0.004045088,0.000961129,-0.000639615,-0.001177463,0.002148029,0.003252952,-0.002381709,-6.55E-05,-0.000322622,-5.83E-05,0.000703794,-0.000146108,7.54E-05,0.000995544,0.000961394,-0.000773099,-1.95E-05,3
TCGA_DY_A1DF,-0.002138708,0.004066651,0.000509881,0.000104461,0.000414265,-0.000597379,0.000313394,-0.000197078,-7.14E-05,0.000121296,0.000798378,-0.000877936,4.14E-05,-0.000202689,3.41E-05,0.000141917,-8.15E-05,3.25E-05,-7.72E-05,0.000560167,-0.000141485,-9.73E-06,3
TCGA_DY_A1DG,-0.003826761,0.007000671,0.000850478,0.000115767,0.000584088,-0.000787335,0.0006026,-0.000398697,-7.75E-06,0.00021432,0.001628516,-0.001822103,2.20E-05,-0.000289028,9.36E-05,1.75E-05,1.06E-05,3.81E-05,-0.00078051,0.001385952,-0.000389979,-2.62E-05,3
TCGA_DY_A1H8,-0.000615272,0.002077666,0.000261928,-0.000329715,-0.000126607,0.000499319,0.000643477,-0.000230442,0.00015032,-5.45E-06,0.001862459,-0.001990048,-0.000117943,-0.000483254,-3.44E-05,-8.36E-05,-0.00018735,7.08E-05,-0.002349646,0.00194215,-0.000487958,-4.89E-06,3
TCGA_EF_5830,-0.000174694,0.001003008,-6.03E-05,-9.28E-05,-0.000140012,0.000179034,0.001305834,-0.000252589,-0.000159917,0.000242963,0.000870579,-0.000836744,-0.000100944,-5.24E-05,8.47E-05,0.000135524,0.000333435,-6.59E-06,-0.000123742,0.000369888,-0.000230218,1.02E-05,3
TCGA_EI_6509,-0.000311028,0.001168341,2.94E-05,0.00025025,0.000127101,-0.001217537,0.000252914,0.000192135,0.000402428,6.96E-05,0.000417012,-0.000451382,-0.000495814,0.004772613,9.10E-05,0.000102658,8.10E-06,-0.00028612,0.000118363,0.000124279,-0.000180167,-0.000131284,3
TCGA_EI_6514,0.000487022,-4.57E-05,-0.000297253,-2.69E-05,-2.32E-05,0.000149436,6.45E-05,-0.000150421,8.95E-05,-1.46E-05,0.000161065,-0.000173175,-4.67E-07,-6.85E-05,-3.23E-05,-6.40E-05,-9.66E-05,-1.50E-06,-0.000258359,0.000300968,-0.000206235,-1.69E-06,3
TCGA_EI_7002,-0.010557683,0.018446649,0.002667098,0.000446372,0.001948182,-0.002729222,0.002126956,-0.000862306,-0.000437477,0.000327501,0.003585208,-0.003856831,0.00011637,-0.000601063,0.000101658,0.000672698,-3.57E-05,0.00010093,-0.000374678,0.002344359,-0.0005109,-7.06E-06,3
TCGA_EI_7004,-0.013494548,0.023964978,0.004019223,0.000684671,0.001990247,-0.002999976,0.00174821,-0.000816369,-0.000493873,0.000529949,0.004284295,-0.004687886,0.000375701,-0.00047534,0.000224838,0.001071387,0.000557393,6.30E-05,0.000121879,0.002777054,-0.000209722,7.17E-05,3
TCGA_F4_6459,-0.012881507,0.022865497,0.00398704,0.000710256,0.002132169,-0.00338883,0.002069898,-0.000824419,-0.000581362,0.000713135,0.00407259,-0.0045094,0.000172331,-0.000728804,0.000123194,0.000737706,0.000154832,0.000139188,-7.83E-05,0.002613391,-0.000299807,9.40E-06,3
TCGA_F4_6461,-0.021702223,0.040270678,0.007733462,0.001333653,0.003268414,-0.005478397,0.002803529,-0.000208618,-0.001775511,0.000699493,0.006580585,-0.007070676,0.000168085,-0.001375932,0.000356143,0.001430818,-0.000592267,0.000161128,-0.000375624,0.003910949,-0.000479445,-4.34E-05,3
TCGA_F4_6808,-0.002606615,0.005061621,0.000665789,0.000141673,0.000518086,-0.0007678,0.001506671,-0.000398047,-0.000243188,5.63E-05,0.001349025,-0.001397079,5.46E-05,-0.00024224,3.80E-05,9.29E-05,-3.33E-05,3.49E-05,2.37E-07,0.000737725,-0.000279767,2.27E-06,3
TCGA_F4_6855,-0.007698109,0.013635339,0.002238271,0.000476351,0.001070713,-0.001770587,0.000992141,-0.000505075,-0.000246437,0.000397572,0.002237663,-0.002528671,0.000201718,-0.000412378,6.42E-05,0.000827779,-0.000134333,7.86E-05,-0.000110127,0.001491121,-6.17E-05,-8.62E-06,3
TCGA_F4_6856,-0.024829801,0.043348985,0.008725024,0.001679932,0.003495243,-0.00605904,0.003124079,-0.001060895,-0.001350582,0.00127403,0.00703437,-0.00778422,0.000257299,-0.001711662,0.000244823,0.001094041,-0.000490227,0.000400353,-6.66E-06,0.004459011,-0.000611459,-1.03E-05,3
TCGA_F5_6861,-0.00980431,0.017145564,0.002591084,0.000630337,0.001700843,-0.002626788,0.001328982,-0.00058335,-0.000406846,0.000442687,0.003023356,-0.003354154,5.09E-05,-0.000389931,0.000156822,0.00051591,-0.000141664,8.72E-05,-0.000350491,0.002063737,-0.000453339,-2.88E-05,3
TCGA_F5_6863,-0.004862255,0.009021162,0.001229781,0.000281351,0.000980497,-0.001456696,0.00095943,-0.000443402,-0.000178718,0.00026242,0.001573958,-0.001759045,3.73E-05,-0.000224155,4.70E-05,0.000250478,-0.000114716,6.94E-05,2.87E-05,0.001020237,-0.000275215,-9.34E-06,3
TCGA_FM_8000,0.020907582,0.01573357,-0.01850053,-0.000164246,-0.017288451,0.01474666,0.001402511,0.008239763,-0.000597635,0.00105612,0.01001228,-0.010470868,-0.001776962,0.009613565,0.003462067,0.000309927,-0.000624387,-0.002071219,-0.013149406,0.004454405,0.000304528,-0.001053534,3
TCGA_G4_6294,-0.003710549,0.0068118,0.001038099,0.000165788,0.000451751,-0.000591381,0.001243947,-0.000298524,-0.000190488,9.09E-05,0.001663832,-0.001792083,9.60E-05,-0.000273835,2.35E-05,0.00024737,4.08E-05,3.92E-05,-0.000377849,0.001074162,-0.000185596,-1.79E-05,3
TCGA_G4_6297,-0.025910802,0.044379157,0.007664041,0.001544967,0.004394538,-0.006721557,0.003060357,-0.001294257,-0.001390268,0.000995309,0.007236817,-0.007806272,-5.34E-05,-0.002014295,0.000563119,0.002012905,0.000265822,0.000217873,1.03E-05,0.004480953,-0.000730263,0.000106789,3
TCGA_G4_6298,-0.001027237,0.002276317,0.000219663,7.69E-05,0.000271957,-0.000365323,0.000437183,-0.000145974,-8.08E-05,1.03E-05,0.000631398,-0.000667721,-5.67E-05,-0.000236073,1.55E-05,0.00037877,2.78E-05,2.81E-06,-4.80E-05,0.000444984,-0.00014936,1.78E-05,3
TCGA_G4_6304,-0.001345283,0.00267581,0.000310386,0.000137144,-0.000201911,-3.88E-06,0.000934363,-2.76E-05,-0.000196118,1.08E-05,0.000714526,-0.000705727,-0.00015979,-0.000263986,0.000501224,0.000549327,-2.66E-05,2.91E-06,0.000196617,0.000296869,-0.000406743,4.35E-05,3
TCGA_G4_6306,-0.007716661,0.014154462,0.002418068,0.000831327,0.000750567,-0.001773047,0.001225094,-0.000339465,-0.000320652,0.000454386,0.002556201,-0.002910343,0.000101785,-0.000537731,0.000131016,0.000184134,-0.000179015,0.000148682,-0.000199412,0.001724158,-0.000318786,-2.73E-05,3
TCGA_G4_6309,-0.0263259,0.044732842,0.007024114,0.001455659,0.004693211,-0.00698658,0.003226816,-0.001723141,-0.000985328,0.001255475,0.007651297,-0.00851192,0.000123917,-0.00211644,8.09E-05,0.001208293,-1.20E-05,0.000301296,-0.001174845,0.005397912,-0.000960084,-3.16E-05,3
TCGA_G4_6310,7.89E-05,0.000574483,-5.95E-05,-2.77E-06,1.94E-05,-3.73E-05,0.000243681,-0.000100866,1.32E-05,9.79E-06,0.000313788,-0.000347259,-3.31E-06,7.38E-05,3.36E-05,5.08E-05,-4.17E-05,-5.83E-06,5.75E-05,0.000214986,-0.000107431,-7.76E-06,3
TCGA_G4_6314,-0.018583978,0.032076164,0.005909086,0.000999103,0.003011418,-0.004552449,0.002422642,-0.000942077,-0.000873219,0.000707103,0.00547766,-0.005995014,0.000122676,-0.001230731,0.000236181,0.001209299,-0.000159896,0.000168402,-0.000439005,0.003556032,-0.000504515,-5.82E-06,3
TCGA_G4_6315,-0.009511895,0.01701113,0.002758741,0.000427692,0.001751928,-0.002503324,0.001347163,-0.000643861,-0.000461354,0.000473307,0.0032024,-0.003526549,8.59E-05,-0.000863837,2.29E-05,0.000386067,-0.000241179,0.000130964,-0.00073945,0.002280455,-0.000428258,-2.13E-05,3
TCGA_G4_6317,-0.00060977,0.001491769,2.91E-05,5.82E-06,-2.53E-08,-5.46E-05,0.001268562,-0.00023142,-9.49E-05,-5.63E-05,0.001028144,-0.001034784,2.37E-06,-0.000169268,4.25E-05,-4.99E-05,-6.42E-05,7.94E-06,-0.000578641,0.000657484,-0.000285727,-5.38E-06,3
TCGA_G4_6320,-0.004876111,0.009504366,0.001380192,0.000237165,0.00013717,-0.000398087,0.000759498,-0.000173062,-0.000167224,0.000211731,0.002080299,-0.002293852,4.18E-05,-0.000510011,0.000151487,0.000130351,-0.000125746,9.61E-06,-0.00078394,0.001604434,-0.000335595,-3.47E-05,3
TCGA_G4_6321,-0.036370813,0.06287171,0.011090613,0.002313468,0.005965518,-0.009403604,0.004584575,-0.001961709,-0.001969894,0.001964608,0.010578792,-0.011768535,0.000183356,-0.002795502,0.000121903,0.001465975,-0.000829134,0.00067333,-0.001020492,0.007082238,-0.000913371,-9.57E-06,3
TCGA_G4_6586,-0.007338238,0.01348144,0.001618833,0.001552052,-0.001170522,-0.000273342,0.002159326,-0.000347369,-0.000225867,0.000889917,0.003960832,-0.00452636,-0.000254528,-0.001050983,0.000300988,0.000342663,-0.000181197,0.000302444,-0.002431326,0.003239766,-0.000697286,1.57E-05,3
TCGA_G4_6588,-0.012231165,0.021351478,0.003156576,0.000622075,0.001870476,-0.002763952,0.001628473,-0.00087863,-0.000316343,0.000527786,0.004606294,-0.004984161,-0.000249878,-0.0005309,0.000206689,0.000941688,0.001220275,-3.97E-06,-0.00126888,0.003631694,-0.0009023,5.30E-05,3
TCGA_G4_6626,-0.006954855,0.012741034,0.001565736,-0.000283098,0.001417116,-0.001345218,0.002871405,-0.001090367,-0.000288882,-4.54E-06,0.004397485,-0.004522919,-1.84E-05,-0.000993577,2.69E-05,-1.00E-05,-0.000334247,4.57E-05,-0.002971587,0.003568598,-0.001075489,-3.83E-05,3
TCGA_G5_6233,-0.029130458,0.04897673,0.007512613,0.001565029,0.005731613,-0.008230182,0.003444992,-0.001987604,-0.001250046,0.001410312,0.007889673,-0.008788739,0.000167145,-0.002292037,5.22E-05,0.001720043,-0.000389214,0.000390654,-0.000658425,0.00529944,-0.000813474,4.80E-06,3
TCGA_G5_6235,-0.002721512,0.005384311,0.000717667,8.83E-05,0.000232865,-0.000505179,0.000949363,-0.000188392,-0.000168889,0.000116288,0.001387401,-0.001502294,-1.35E-05,-0.000299052,6.85E-05,1.18E-05,-0.000173064,0.000186672,-0.00044702,0.000964346,-0.000218986,-2.13E-05,3
TCGA_G5_6572,-0.012174967,0.021271986,0.004255666,0.000816852,0.001721084,-0.002751839,0.001549867,-0.000593047,-0.000551338,0.000514776,0.0034851,-0.003870959,-2.26E-06,-0.000708421,0.000428233,0.000603527,-0.000116354,-5.30E-05,0.00026413,0.002157628,-0.000729386,0.000409275,3
TCGA_G5_6641,-0.021885214,0.037506087,0.00623434,0.001148086,0.004251052,-0.006115353,0.002590652,-0.001432774,-0.001077947,0.001025195,0.006051243,-0.006685043,0.000265553,-0.001608829,2.46E-05,0.000914325,-0.00047662,0.000274782,-0.000167897,0.003991837,-0.000644159,-2.86E-05,3
TCGA_NH_A8F7,0.000586127,-0.000368459,-0.000184913,-3.67E-05,-2.37E-05,4.74E-05,1.20E-05,-6.05E-05,5.70E-05,2.07E-05,9.49E-05,-0.000118141,5.03E-05,4.01E-05,-5.34E-06,2.25E-05,-3.21E-05,-6.35E-06,4.13E-05,9.69E-05,-4.09E-05,-1.14E-05,3
TCGA_NH_A50T,-0.001322282,0.0027404,0.000387269,-6.91E-05,0.000240695,-0.000211015,0.000296421,-0.00020415,2.62E-05,5.10E-05,0.00093013,-0.001005278,3.13E-05,-0.000192605,7.48E-06,-1.37E-05,-7.66E-05,4.54E-05,-0.000611434,0.000871257,-0.0002115,1.16E-06,3
TCGA_NH_A50U,-0.000920277,0.002016015,0.000107609,-2.83E-05,-6.67E-05,6.78E-08,0.000276072,-0.000178264,0.000109541,0.000132244,0.000852512,-0.000979919,-4.48E-05,0.00034046,2.27E-05,9.41E-05,-8.69E-05,2.18E-05,-0.000785437,0.00081754,-0.000157341,-3.22E-05,3
TCGA_QG_A5YX,-0.012609451,0.021576493,0.003310778,0.000553631,0.002118048,-0.00299632,0.001622609,-0.000989056,-0.000381929,0.000644648,0.00418005,-0.004665567,-3.88E-06,-0.001096108,4.10E-06,0.000632479,-4.32E-05,0.000166339,-0.001505845,0.003224941,-0.00062455,-2.98E-05,3
TCGA_QG_A5Z1,-0.007149269,0.012581433,0.001889151,0.000347762,0.001339743,-0.002100184,0.001021438,-0.000489574,-0.000179033,0.000338758,0.002281497,-0.002513748,1.24E-05,0.000693214,4.45E-05,0.000423183,5.42E-05,1.22E-05,-0.00021969,0.001483387,-0.000215488,-3.47E-05,3
TCGA_SS_A7HO,-0.001072845,0.002292016,0.000205249,-6.31E-05,0.000447179,-0.000485432,0.001602295,-0.00029496,-0.000250629,-0.000174408,0.001060759,-0.000916326,0.000179283,-0.000149325,-9.18E-06,0.000174139,-1.37E-06,-1.79E-06,-3.23E-06,0.000385858,-0.00022871,4.40E-06,3
TCGA_T9_A92H,-0.009450273,0.017146245,0.002698136,0.000482628,0.001780637,-0.002597763,0.001317204,-0.000733235,-0.000368127,0.000500603,0.003227506,-0.003580595,0.000145764,-0.00086336,4.20E-05,0.000387471,-0.000273733,0.000123396,-0.000500759,0.002330635,-0.00043523,-2.11E-05,3
