Sample,B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils,IS
TCGA_AD_6888,-0.007848789,0.013887622,0.001865184,0.00013116,0.001597037,-0.002015448,0.001830684,-0.000829315,-0.000357299,0.000309594,0.003214138,-0.003461369,1.85E-05,-0.00080494,8.93E-06,0.000191598,-0.000264734,0.000150704,-0.001236115,0.002374489,-0.000591399,-1.22E-05,3
TCGA_AD_6889,-0.004610613,0.008375179,0.000945522,-0.000242096,0.000481302,-0.000232133,0.000698728,-0.000629665,0.00023349,0.000250588,0.002962556,-0.003262269,-0.000113312,-0.000610684,7.23E-06,-9.19E-05,0.000162045,4.19E-05,-0.002382521,0.003020144,-0.000708043,1.09E-05,3
TCGA_AD_6895,-0.001283228,0.003581246,0.00059034,0.000593135,-0.001184671,0.000666629,0.000713694,0.00054099,-0.000337636,4.07E-05,0.00159988,-0.001445881,-0.000104051,-0.000403909,0.000585998,0.000336307,-0.000140351,0.000171565,-0.000526843,0.000992194,-0.000455525,3.41E-05,3
TCGA_AD_6901,-0.014760824,0.02573368,0.004136523,0.001247175,0.001996979,-0.003622242,0.00193896,-0.000702993,-0.000675763,0.00076021,0.003956623,-0.004481169,-0.000291388,-0.000903076,0.000760817,0.002156296,-0.00017604,6.16E-05,0.000409761,0.002446663,-0.000726387,5.23E-05,3
TCGA_AD_6963,-0.024425761,0.042111169,0.007866784,0.001500142,0.003616808,-0.005903268,0.003278985,-0.001143859,-0.001297958,0.001074626,0.007419647,-0.008170138,0.000257561,-0.001680248,0.000389756,0.000588358,-0.000294334,0.000298722,-0.001328654,0.005244063,-0.000937821,5.61E-05,3
TCGA_AD_6965,-0.009258086,0.01688387,0.003564188,0.000766463,0.001509548,-0.002647907,0.001692985,-0.000333985,-0.000639658,0.00042065,0.003110192,-0.003257294,6.08E-05,-0.000427854,7.31E-05,0.000637959,-9.18E-05,0.000115262,8.12E-05,0.001720055,-0.000240977,-1.54E-06,3
TCGA_AD_A5EK,-4.33E-05,0.000628668,-0.000113847,-0.000231006,-0.000266814,0.000529381,0.000300761,-0.000115365,0.000161547,0.000194862,0.000736169,-0.000895323,-2.37E-05,-0.000141346,-3.14E-06,-2.10E-05,-5.74E-05,4.29E-05,-0.000999997,0.000841236,-0.000218893,-9.92E-06,3
TCGA_AF_2692,-0.023713178,0.040611444,0.00710664,0.001341096,0.004365393,-0.006386185,0.002908022,-0.001352311,-0.001098238,0.000977744,0.006857926,-0.007517026,0.000282883,-0.001718231,4.95E-05,0.000961215,-0.000169002,0.000334179,-0.00049922,0.004546739,-0.000474459,2.53E-05,3
TCGA_AF_3911,-0.017205447,0.029420432,0.004867911,0.000974279,0.003067459,-0.004456547,0.002162678,-0.001046192,-0.000773096,0.000711837,0.005090039,-0.005587504,-1.35E-05,-0.001480772,0.000182324,0.001259032,0.000265025,0.000168296,-0.000539376,0.003478353,-0.000559823,6.11E-05,3
TCGA_AF_3913,-0.017400625,0.029307162,0.00447176,0.000866133,0.003414251,-0.004792947,0.002140236,-0.001224983,-0.000688343,0.000758025,0.004830201,-0.005339254,0.000297005,-0.001088808,3.89E-05,0.000701237,-9.20E-05,0.000198546,-0.000380126,0.003260571,-0.000468155,2.26E-05,3
TCGA_AF_5654,-0.008575774,0.014996487,0.001958112,-0.00021559,0.001464888,-0.00145973,0.001563905,-0.000906953,-0.000116479,0.000358963,0.00412578,-0.004544501,-7.37E-05,-0.001103685,1.37E-05,1.51E-05,-0.000268859,0.000185039,-0.002909353,0.003733469,-0.000867932,-1.65E-05,3
TCGA_AF_A56N,-0.034088586,0.05839591,0.008388025,0.000729199,0.006715502,-0.008472103,0.005751636,-0.002985879,-0.001170688,0.001312497,0.01242583,-0.013607801,0.000114657,-0.003168979,-0.000109685,0.001062393,-0.000893716,0.000493251,-0.005295652,0.009622671,-0.001938826,-6.31E-05,3
TCGA_AG_3575,-0.018648288,0.031140155,0.004887282,0.000979431,0.002792931,-0.004072036,0.002358987,-0.000435084,-0.001573818,0.000590567,0.004707107,-0.00516409,-0.000223031,-0.002008265,0.000756927,0.002541916,-0.000177777,0.000656702,-3.15E-05,0.002953353,-0.000823773,0.000192406,3
TCGA_AG_3602,-0.082591442,0.13729093,0.021446774,0.004405428,0.016383299,-0.023647923,0.009168401,-0.005084228,-0.003765026,0.003801645,0.021015618,-0.023312021,0.000740103,-0.005653631,0.000366071,0.003388236,-0.001032604,0.000944809,-0.000753087,0.013832443,-0.002254719,-5.54E-05,3
TCGA_AG_3726,-0.003542158,0.007114712,0.00168028,0.000132944,0.000686083,-0.001136112,0.002252842,-0.000290681,-0.000356346,-0.000179135,0.002058316,-0.001931468,0.000168699,-5.64E-05,-8.32E-07,0.000199327,0.000102314,8.02E-05,0.000134552,0.000888842,-0.000229341,4.29E-05,3
TCGA_AG_3727,-0.016506504,0.028512736,0.005355324,0.000771453,0.003033846,-0.004382333,0.002025223,-0.001082227,-0.000606617,0.000655621,0.005103631,-0.005577766,0.000262629,-0.001092938,4.34E-05,0.000718211,-0.000204426,0.000167165,-0.000911417,0.003579676,-0.000602756,5.96E-07,3
TCGA_AG_3742,-0.002515353,0.004638279,0.000624188,0.000311903,0.000278667,-0.00053511,0.000306774,-0.000150099,-0.000159647,-2.12E-05,0.00154544,-0.001085818,2.38E-05,-0.000174815,3.29E-05,0.000185911,0.00010817,2.91E-05,-0.000194869,0.00072951,-0.000287674,3.23E-05,3
TCGA_AG_3883,-0.042920011,0.072070625,0.011243594,0.002404635,0.008214268,-0.012278549,0.005940579,-0.002710275,-0.001686889,0.001814146,0.011609901,-0.012845445,0.000247726,-0.00217259,0.000170711,0.002486543,-2.24E-05,0.000393705,-0.000587212,0.007587679,-0.001111742,2.41E-05,3
TCGA_AG_3893,-0.008100884,0.014275088,0.002157535,0.000473029,0.0010674,-0.001765932,0.001313282,-0.000551591,-0.000205813,0.000286958,0.002768448,-0.003035062,8.88E-05,-0.000481761,0.000244784,0.000638687,4.03E-05,7.46E-05,-0.000274455,0.001884017,-0.000391446,2.98E-05,3
TCGA_AG_3898,-0.012707189,0.02124708,0.003276467,0.000336921,0.001471916,-0.002643641,0.001330138,-0.00052277,-0.000362641,0.000499893,0.003047716,-0.003505665,0.000497125,0.000815261,0.000641264,-0.001295008,-0.000203048,7.49E-05,-0.000625355,0.002189766,-0.000758608,-0.000120145,3
TCGA_AG_3999,-0.008022113,0.014113104,0.002253971,0.00043835,0.001531898,-0.002221169,0.001219873,-0.000538691,-0.000334499,0.000289298,0.002647457,-0.002830266,0.000130236,-0.000624691,2.52E-05,0.000464686,2.03E-05,0.000111722,-0.000150439,0.001736986,-0.000227347,3.33E-05,3
TCGA_AG_4021,-0.004845384,0.00897193,0.001350755,0.000101955,0.000804383,-0.001098968,0.000837356,-0.000471397,8.08E-06,0.000184894,0.002404464,-0.00263577,-0.000129379,-0.000105862,4.51E-05,0.000666937,0.000820502,-9.34E-07,-0.000837937,0.00202566,-0.000427017,6.88E-05,3
TCGA_AG_A00C,-0.0178295,0.030558149,0.005017301,0.000917971,0.003453613,-0.004983233,0.002567272,-0.001102915,-0.000794914,0.000821847,0.005243187,-0.005762362,0.000194725,-0.00130932,5.86E-05,0.000613739,-0.000292606,0.000219438,-0.000623165,0.003502458,-0.000626051,-2.25E-05,3
TCGA_AG_A00H,-0.003933741,0.007331816,0.001014987,0.000320927,0.000747748,-0.001188763,0.000619924,-0.000320519,-2.09E-05,0.000196399,0.001386925,-0.001584094,-0.000184529,-0.000208443,2.79E-05,0.00093523,0.000178587,3.34E-05,-0.000170213,0.001026028,-0.00027001,2.26E-05,3
TCGA_AG_A01J,-0.019600406,0.034208797,0.006202903,0.000899295,0.003607861,-0.005253754,0.003407995,-0.001309275,-0.000913037,0.0008387,0.006602081,-0.007204328,0.000108472,-0.001521959,1.61E-05,0.000731555,-0.000501656,0.000277485,-0.001638158,0.004601396,-0.000827782,-8.68E-06,3
TCGA_AG_A01L,-0.013502222,0.024184551,0.005223666,0.000781721,0.002340932,-0.003655298,0.001818751,-0.00052116,-0.000745909,0.000527711,0.00418788,-0.004516527,0.00015592,-0.000909795,6.24E-05,0.000632825,-0.000296635,0.000214799,-0.000253726,0.00264191,-0.000324615,-5.27E-06,3
TCGA_AG_A01N,-0.005690058,0.01040423,0.001642083,0.000120118,0.000942916,-0.001545408,0.000873193,-0.000458397,-8.83E-05,0.000344662,0.001785871,-0.002081269,0.000315391,0.000686172,-1.85E-06,-0.00071645,-0.00025674,4.63E-05,-0.000479914,0.001338519,-0.00043369,-0.000187787,3
TCGA_AG_A002,-0.0001422,0.00127539,-0.000236429,-0.000345541,-0.000310952,0.000792667,0.000251367,-0.000399646,0.000249181,1.84E-05,0.001230764,-0.001376561,-5.59E-05,-0.000349457,-3.62E-05,-6.49E-05,-4.48E-05,2.61E-05,-0.00144867,0.001540067,-0.000504571,-8.02E-06,3
TCGA_AG_A02G,-0.010589658,0.018755874,0.002780286,0.000374134,0.001529573,-0.002171552,0.001521588,-0.000772069,-0.000230053,0.000379709,0.00420175,-0.004619717,4.37E-05,-0.001161982,0.000182794,0.000408689,-0.000294742,0.000128339,-0.002201471,0.003500757,-0.000834683,-3.27E-05,3
TCGA_AG_A02X,-0.018148462,0.031317467,0.005020299,0.000731355,0.003097522,-0.004330955,0.002274049,-0.001397849,-0.000667043,0.00085048,0.005644866,-0.006232391,0.000151707,-0.001382132,1.47E-05,0.000756377,-0.000254252,0.00020693,-0.001121511,0.0041429,-0.000868771,-5.31E-05,3
TCGA_AG_A008,-0.001989753,0.004065895,0.000349778,-0.00011462,-6.32E-05,0.000287109,0.00047808,-0.000399235,0.000224758,0.000120303,0.001548608,-0.001757385,-5.08E-05,-0.000427595,-1.42E-05,5.73E-05,0.000152483,1.64E-05,-0.001432808,0.001684247,-0.000506175,-2.46E-05,3
TCGA_AG_A014,-0.006863686,0.012630517,0.001631899,0.000265078,0.001465132,-0.001955925,0.000890147,-0.000656437,-0.0001967,0.00031998,0.002571218,-0.00277348,0.000123778,-0.000624488,3.34E-05,0.000227236,-0.000171523,8.50E-05,-0.000517868,0.001954827,-0.000519631,-1.30E-05,3
TCGA_AG_A016,-0.005732417,0.010278933,0.001515629,0.000266851,0.001213247,-0.001656692,0.000759796,-0.00048393,-0.000218673,0.000285405,0.001908761,-0.002084252,0.000102938,-0.000486144,5.43E-06,0.000286497,-0.000127626,6.27E-05,-0.000240438,0.001346963,-0.000295261,-1.92E-05,3
TCGA_AG_A020,-0.018371495,0.031581742,0.005155322,0.000861852,0.003251709,-0.004648236,0.002248968,-0.001301768,-0.000718218,0.000844965,0.0058697,-0.006424542,0.000131318,-0.001528977,6.12E-05,0.000673519,-0.000272143,0.000257426,-0.000735879,0.004302344,-0.000869279,6.48E-06,3
TCGA_AG_A025,-0.015879649,0.027044331,0.004210404,0.000905174,0.003057507,-0.004419829,0.002877445,-0.001104397,-0.000768476,0.000454792,0.004893797,-0.005228226,0.00014109,-0.001103069,4.68E-05,0.00068884,-0.000292609,0.000169754,-0.000543038,0.00310393,-0.000645642,-2.19E-05,3
TCGA_AG_A026,-0.011424847,0.019876111,0.002922694,0.000453279,0.002312667,-0.003149605,0.001887537,-0.000954987,-0.000436995,0.000462713,0.003875691,-0.004221532,0.000114858,-0.000972588,2.70E-05,0.000478288,-0.00029963,0.000111993,-0.00084831,0.002764744,-0.000557094,-1.59E-05,3
TCGA_AG_A032,-0.019790119,0.034556678,0.005840234,0.000858688,0.003502137,-0.005007642,0.002589614,-0.00125966,-0.000711756,0.000833786,0.006346841,-0.006986136,0.000163732,-0.001586493,4.39E-05,0.000734058,-0.000478905,0.000275333,-0.001427282,0.004614614,-0.000802638,-2.49E-05,3
TCGA_AH_6544,-0.002486165,0.005008698,0.000800398,7.38E-05,0.000423868,-0.000631376,0.00034665,-0.000121096,-0.00016741,0.000128414,0.001081084,-0.001177828,5.32E-05,-0.000276302,5.27E-06,8.42E-05,-0.000126011,4.94E-05,-0.000305072,0.000834559,-0.000201593,-1.54E-05,3
TCGA_AH_6549,-0.01262224,0.021502229,0.003243614,0.000580018,0.002050662,-0.002863115,0.001553404,-0.000838976,-0.000469068,0.000488779,0.003744444,-0.004127587,0.000171591,-0.000932186,0.000173286,0.000507912,1.39E-05,0.000142764,-0.000415075,0.002548069,-0.000393677,-8.12E-06,3
TCGA_AH_6643,-0.001268773,0.002441185,0.000194831,-4.06E-05,-0.000278982,0.000290131,0.000136109,-8.58E-05,0.000266882,5.83E-05,0.001081374,-0.00118422,0.00027811,0.000470492,2.72E-05,-0.000836518,-0.000147077,-6.51E-05,-0.001096585,0.001169837,-0.000468667,-6.59E-05,3
TCGA_AH_6644,-0.00262986,0.00572459,0.000775448,0.000491865,0.000260787,-0.000636214,0.000565268,-8.73E-05,-0.000122783,6.60E-05,0.001520922,-0.001655455,-0.000438626,-0.000895516,0.000149986,0.0017387,0.000497275,1.49E-06,-0.00039195,0.001097796,-0.000253912,0.00019755,3
TCGA_AH_6897,-0.023943626,0.041003439,0.0057314,0.000615886,0.004759317,-0.005993472,0.003352474,-0.002081279,-0.00080313,0.001079905,0.00839618,-0.009293572,8.35E-05,-0.002315538,-4.21E-05,0.000675155,-0.000530957,0.000337017,-0.003421122,0.006650955,-0.001349022,-5.04E-05,3
TCGA_AM_5820,-0.000103131,0.000829433,-7.49E-05,-8.12E-05,-0.000111473,0.000178534,0.000181479,-0.000145935,7.56E-05,7.02E-05,0.000584159,-0.000684417,1.44E-05,-0.000157897,7.92E-05,0.000164378,7.26E-05,2.97E-05,-0.000518157,0.000618293,-0.0001761,2.02E-05,3
TCGA_AY_5543,-0.031873801,0.054410455,0.008596759,0.001155303,0.005135651,-0.007367466,0.003873013,-0.001979515,-0.001094177,0.001297593,0.010612927,-0.011625162,-1.20E-05,-0.002636765,0.00029073,0.000802314,-0.000238617,0.000658618,-0.003151516,0.008209205,-0.001501455,-2.29E-05,3
TCGA_AY_A54L,-0.023326065,0.03969652,0.006213079,0.000984629,0.004684216,-0.00641382,0.002851888,-0.001722355,-0.000958457,0.00108312,0.007026693,-0.007741277,0.000213549,-0.001875671,-9.13E-06,0.000783372,-0.000576739,0.000268279,-0.00140243,0.005093151,-0.000887606,-4.13E-05,3
TCGA_AY_A71X,-0.004296282,0.008095563,0.001117596,0.000232591,0.000486964,-0.000767697,0.000571597,-0.000446464,-0.000119997,0.000278751,0.001365275,-0.001568828,9.46E-05,-0.000317152,1.75E-05,0.00021619,-9.34E-06,6.80E-05,0.000193291,0.000962728,-0.000275537,-2.53E-05,3
TCGA_AZ_4308,-0.023373532,0.03938109,0.006567111,0.00145698,0.003994641,-0.006332721,0.002829615,-0.001206724,-0.000723602,0.00096519,0.006292519,-0.006981233,0.000205851,-0.001169157,0.000136914,0.001266178,-0.000346344,0.000242549,-0.00036551,0.004077081,-0.000529509,-4.88E-06,3
TCGA_AZ_4313,-0.003518885,0.006358667,0.000900448,0.000290234,0.000412631,-0.000713615,0.00064979,-0.000186245,-8.09E-05,0.000173826,0.001497126,-0.001704104,4.78E-05,-0.00014656,5.94E-05,6.63E-05,-9.76E-05,4.07E-05,-0.000720184,0.001277397,-0.000329584,-1.59E-05,3
TCGA_AZ_4614,-0.001950395,0.003582986,0.000416145,0.000676454,0.000136404,-0.000439347,0.000481895,0.000560799,-0.000416828,-0.000140452,0.000936952,-0.000965171,0.000191114,0.000185411,0.000172659,-0.000396019,-0.000151626,6.34E-05,-0.000725421,0.000606144,-0.000209866,-0.000120356,3
TCGA_AZ_4616,-0.023173307,0.039403671,0.00605849,0.001512499,0.00260871,-0.005128778,0.003295554,-0.000722798,-0.001536655,0.001035828,0.00649472,-0.007140489,-0.000109111,-0.001710765,0.000919841,0.000951753,-0.00044816,0.000641156,-0.000429031,0.004181938,-0.001139055,2.33E-06,3
TCGA_AZ_4681,-0.008252752,0.014303039,0.002390061,0.000369975,0.00178959,-0.002517455,0.001808148,-0.000636062,-0.000531244,0.000283563,0.002574233,-0.002723247,0.000118881,-0.000583544,2.50E-05,0.00037927,-0.000174866,8.97E-05,4.77E-05,0.001466736,-0.000314261,-8.79E-07,3
TCGA_AZ_5403,-0.010114756,0.017564633,0.002723373,0.000511343,0.001976154,-0.002747858,0.001376176,-0.000767439,-0.000250539,0.000420993,0.003065571,-0.003430249,-0.000175779,-0.00057036,7.36E-05,0.000954066,0.000589992,8.94E-05,-0.000596081,0.002294047,-0.000509269,6.02E-05,3
TCGA_AZ_6599,-0.010961642,0.02075797,0.005113377,0.00055653,0.00105078,-0.001822773,0.001468059,-0.000455701,-0.000723389,0.000466677,0.004085452,-0.0043844,0.00016891,-0.001092595,1.49E-05,0.00048985,-0.000380863,0.000246338,-0.000116232,0.002855101,-0.0004899,1.05E-05,3
TCGA_AZ_6606,-0.007104762,0.013033448,0.002102605,0.000322793,0.001272639,-0.001775927,0.000982521,-0.00051558,-0.000247069,0.000336694,0.002742824,-0.002967789,3.34E-05,-0.000731759,1.06E-05,0.000419279,-0.000122716,0.000142513,-0.000438905,0.002067187,-0.000462399,3.32E-06,3
TCGA_AZ_6608,-0.002329939,0.004709561,0.000495487,-0.000159818,0.00062886,-0.000570945,0.001364242,-0.000466899,-0.000101742,-1.98E-06,0.001790469,-0.001864204,-2.97E-05,-0.000404753,-1.65E-05,1.28E-05,-1.19E-05,2.30E-05,-0.001009587,0.001389298,-0.000417809,-7.46E-07,3
TCGA_CA_5255,-0.007189249,0.012702623,0.002307109,0.000345925,0.001136552,-0.001725699,0.000900591,-0.000461182,-0.000285348,0.000351885,0.002303595,-0.002576928,-1.83E-06,-0.000608601,9.65E-05,0.00023425,-0.000150297,0.000144049,-0.000310979,0.001690521,-0.000329544,-4.77E-07,3
TCGA_CA_6715,-0.015878494,0.02717437,0.003839469,0.000577493,0.003120148,-0.004281634,0.00217813,-0.001275796,-0.000571203,0.000690545,0.005240256,-0.005738477,3.80E-05,-0.000967588,-1.31E-05,0.000555035,-0.000437296,0.000203351,-0.001569764,0.003898583,-0.000788743,-3.09E-05,3
TCGA_CA_6716,-0.01903044,0.032162769,0.005159693,0.000938378,0.003985338,-0.005650788,0.003441369,-0.001365709,-0.001083548,0.000643033,0.005372441,-0.005753038,0.000180001,-0.001154318,2.05E-05,0.000819597,-0.000270165,0.000184921,0.000139317,0.00311831,-0.000544642,7.30E-06,3
TCGA_CK_4948,-0.009302172,0.016423333,0.0025703,0.000463967,0.001715569,-0.002393075,0.00142397,-0.000652344,-0.000188951,0.000362988,0.003462739,-0.003848317,-0.000231982,-0.000791883,-4.49E-05,0.001688221,-2.26E-05,0.000216454,-0.001283738,0.00270898,-0.000638613,8.86E-05,3
TCGA_CK_5913,-0.003549474,0.006637035,0.000772261,0.000157784,-0.000333525,0.000189488,0.00068315,-0.00016551,9.66E-05,0.000175959,0.002300577,-0.002454915,-5.97E-05,-0.000167141,0.000231157,1.25E-05,0.00029967,3.18E-05,-0.001599992,0.002026629,-0.000461395,5.50E-05,3
TCGA_CK_5914,-0.001783887,0.003607569,0.000341893,0.000136687,-0.000725417,0.000567888,0.000840723,-3.82E-05,-4.54E-05,-3.78E-05,0.00149688,-0.001558802,-0.00014727,-0.000217975,0.000542051,-1.29E-05,0.00038506,2.26E-05,-0.001096952,0.001391843,-0.000593683,-1.46E-05,3
TCGA_CK_5915,-0.000754176,0.002041664,9.56E-06,-0.000330541,0.00050486,-0.000220488,0.002415419,-0.000562287,-0.000274077,-0.000298304,0.001625032,-0.001472307,-8.27E-06,-0.000266744,-4.34E-05,-1.55E-05,0.000128806,1.43E-05,-0.000523785,0.000836025,-0.000403546,1.46E-05,3
TCGA_CK_6746,-0.001565721,0.002726159,0.0004854,0.000714751,-0.001695989,0.001216705,0.000721661,0.000332278,-0.000145372,0.000311119,0.00095004,-0.001089065,-0.000951527,-0.001153912,0.001563673,0.002144425,0.001962882,-0.000415419,-7.66E-05,0.000424049,-0.00043751,0.000156959,3
TCGA_CK_6748,-0.002752071,0.005162055,0.000639111,9.42E-05,0.000146862,-0.000452553,0.000646435,-0.000219278,0.000118356,0.000112198,0.001431488,-0.001564963,-3.76E-05,0.001589939,9.26E-05,0.000380159,0.000555618,-3.80E-05,-0.000433035,0.001025292,-0.000146282,3.05E-06,3
TCGA_CK_6751,-0.024618198,0.04161519,0.006637682,0.001396692,0.004132899,-0.006297303,0.002987086,-0.001476572,-0.00097642,0.001065109,0.00696259,-0.007704442,0.000172365,-0.0016235,0.000153767,0.001002901,-0.000322868,0.000362609,-0.000698296,0.004783951,-0.000772654,-1.79E-05,3
TCGA_CL_5917,-0.002939566,0.005724941,0.000713476,0.000168719,0.000558777,-0.000756443,0.000613597,-0.00032832,-9.66E-05,8.98E-05,0.001320884,-0.001402813,0.000171897,-0.000202716,-5.81E-06,5.14E-05,8.44E-05,5.42E-05,-8.92E-05,0.000932179,-0.00017451,9.00E-06,3
TCGA_CL_5918,-0.002386864,0.00467771,0.000353649,-7.04E-05,0.000161649,-2.12E-05,0.000979342,-0.000453482,8.39E-05,1.12E-05,0.002287071,-0.002176812,-3.86E-05,-0.000496139,1.41E-06,-0.000125295,-0.000120233,3.92E-05,-0.001832749,0.001910453,-0.000618928,4.91E-06,3
TCGA_CM_4743,-0.032429837,0.054493608,0.008258206,0.000982327,0.004300889,-0.006854071,0.003649794,-0.001276289,-0.001800435,0.001208946,0.009068897,-0.00967557,-4.77E-05,-0.002245544,0.001678528,0.000574514,-0.001097953,0.001347043,-0.000918775,0.00597244,-0.001608904,-3.43E-05,3
TCGA_CM_4744,-0.009831953,0.01746211,0.003547731,0.001126297,-0.000174953,-0.001502569,0.001595967,0.000159426,-0.000334169,0.000574903,0.003247609,-0.003766171,-0.000111426,-0.000883693,0.000536257,0.000115774,-7.77E-05,0.000524271,-0.000997656,0.0024272,-0.00046555,-1.76E-05,3
TCGA_CM_4746,-0.001313272,0.002820762,0.000191966,0.000114594,-0.000270713,0.000253584,0.000322089,-0.000223076,0.000133137,0.000218446,0.001134188,-0.001340373,-1.33E-05,-0.000313905,6.98E-05,3.69E-05,-5.21E-05,7.00E-05,-0.000471395,0.001231627,-0.000442776,1.40E-05,3
TCGA_CM_4747,-0.028887585,0.049255767,0.008841015,0.001644168,0.005455796,-0.008264643,0.003447435,-0.001480774,-0.001301953,0.001320887,0.007721384,-0.008589259,0.000206723,-0.001467792,6.97E-05,0.001357842,-0.000499123,0.000321933,-0.000243283,0.004976562,-0.000595773,-1.45E-05,3
TCGA_CM_4748,-0.024061191,0.040581896,0.006522963,0.001445103,0.004377375,-0.006741371,0.003064996,-0.00136798,-0.000910076,0.001042051,0.006534105,-0.007241017,0.000297362,-0.001104028,0.000182507,0.001251894,-0.000269492,0.000240828,-0.000177755,0.004367938,-0.000721711,-3.56E-05,3
TCGA_CM_5341,-0.033335321,0.055179993,0.008873175,0.001835388,0.005953635,-0.00902606,0.003852831,-0.001419949,-0.001484463,0.001563143,0.008549105,-0.009697869,-0.000268432,-0.001917364,0.000913,0.002929352,0.001055788,0.000309888,-0.00068806,0.006000392,-0.001266262,0.000158908,3
TCGA_CM_5344,-0.018387694,0.031456992,0.004938554,0.001176422,0.003537622,-0.005309161,0.002190337,-0.001236231,-0.000761007,0.000768176,0.005139797,-0.005664506,-0.000127058,-0.001089449,9.09E-05,0.001652887,-0.000173908,0.000159018,-0.000441769,0.003421437,-0.000690453,-4.62E-06,3
TCGA_CM_5348,-0.005873704,0.010516073,0.00148212,0.000381561,0.000360552,-0.001410063,0.000829607,-0.000255787,0.000203771,0.000318553,0.001982717,-0.002250244,-0.000103545,0.002353796,0.000115705,0.000805716,0.00088738,0.000169332,3.73E-05,0.001256976,-0.000309666,-4.02E-05,3
TCGA_CM_5349,-0.004163117,0.008284212,0.001054169,0.000676448,0.000795334,-0.001980474,0.002202818,-0.000387619,-0.000322335,0.000363673,0.001789499,-0.001955503,-0.00114747,0.001413841,0.000305311,0.002973739,0.00210983,-0.000225747,0.000324653,0.000702919,-0.000527865,0.000124498,3
TCGA_CM_5861,-0.000509761,0.001454881,2.74E-05,6.52E-05,-0.000599121,0.000558219,0.000297601,-5.42E-06,3.43E-07,5.16E-05,0.000772524,-0.000867775,-7.61E-05,-9.19E-05,0.0002182,-0.000103096,-2.61E-05,5.40E-05,-0.000749119,0.000792783,-0.000297524,-8.95E-06,3
TCGA_CM_5862,-0.001821127,0.003402834,0.000423112,-1.74E-05,0.00042567,-0.000508915,0.00116007,-0.000254381,-0.000194748,-7.12E-05,0.001047147,-0.001003147,9.42E-05,-0.000113073,1.76E-05,-1.13E-06,5.13E-05,1.39E-05,-9.98E-05,0.000551894,-0.000218023,-1.10E-05,3
TCGA_CM_6166,-0.000386431,0.001097206,-2.89E-05,-0.000185439,9.63E-05,-8.96E-05,0.001445154,-0.000225928,-4.22E-05,-0.000145195,0.001009488,-0.00096176,-8.94E-05,0.000421057,1.09E-05,-1.64E-05,-1.73E-05,3.91E-06,-0.000520335,0.000580064,-0.000277635,-1.07E-05,3
TCGA_CM_6171,-0.005244979,0.009519962,0.001475341,0.000230779,0.000234535,-0.000406004,0.000760347,-0.000391643,-0.000117316,0.000218253,0.0021644,-0.002343516,-0.000200053,-0.000532041,0.000256776,0.000197132,0.00168001,-3.99E-05,-0.000364304,0.001814275,-0.000440772,0.00021905,3
TCGA_CM_6675,-0.001646576,0.003891898,0.000454429,0.00022775,-0.000279513,5.46E-05,0.000438669,-0.00017726,3.15E-05,0.000356583,0.000881566,-0.001116575,-5.73E-05,-0.000400558,9.14E-05,0.000476663,0.00026119,5.12E-05,8.21E-05,0.000663804,-0.000139495,2.55E-05,3
TCGA_CM_6676,-0.00545361,0.00988765,0.001530383,0.000211726,0.000806503,-0.001257236,0.001444268,-0.000423106,-0.000173125,0.000133983,0.002250227,-0.00241051,-5.91E-06,0.00017773,5.61E-05,0.000254058,1.19E-07,5.69E-05,-0.000544574,0.001505438,-0.000301018,-1.69E-05,3
TCGA_CM_6678,-0.011431607,0.019527356,0.002998538,0.000586583,0.002086016,-0.003061397,0.001389256,-0.000778296,-0.000416301,0.00059318,0.003224264,-0.003607411,0.00011172,-0.000390043,2.12E-05,0.000454059,-0.000224977,0.000134337,-0.00021254,0.002198188,-0.000382169,-1.83E-05,3
TCGA_D5_5540,-0.000235813,0.000863735,-7.70E-05,-0.000145603,-0.000478836,0.000487449,0.001011046,0.000283501,-0.000321376,-0.000157672,0.000864119,-0.000808328,-0.00021157,-0.00015758,0.000514965,9.56E-05,0.000289776,-2.53E-06,-0.000465784,0.000644867,-0.000469489,2.94E-05,3
TCGA_D5_6531,-0.024292608,0.040866149,0.00643138,0.001788755,0.003404183,-0.005950018,0.003026936,-0.001083161,-0.001151869,0.001127346,0.006344005,-0.007049348,0.000279239,-0.001623262,0.000507351,0.001214433,-0.00045913,0.000354615,4.35E-05,0.003944518,-0.000622544,-2.22E-05,3
TCGA_D5_6536,-0.004589694,0.008672791,0.001160807,-8.60E-05,0.001215814,-0.001425805,0.002918815,-0.000613873,-0.000535653,-0.000157348,0.002545414,-0.0024756,4.83E-05,-0.000407843,1.04E-05,0.000171741,-0.000140881,3.16E-05,-0.000471932,0.001337518,-0.000492565,9.31E-08,3
